contig_id	source	strand	start	end
contig00003	prokka	1	228335	228875
contig00003	prokka	1	228858	229299
contig00003	prokka	1	229288	229582
contig00003	prokka	1	229604	230843
contig00003	prokka	1	231243	231765
contig00003	prokka	1	231821	232910
contig00003	prokka	1	233001	234288
contig00003	prokka	1	234394	235231
contig00003	prokka	1	235248	235926
contig00003	prokka	1	235918	236677
contig00003	prokka	1	236669	237674
contig00003	prokka	1	237942	238848
contig00003	prokka	1	238864	239227
contig00003	prokka	1	239310	240474
contig00003	prokka	1	240473	241700
contig00003	prokka	1	241696	242575
contig00003	prokka	1	242585	242939
contig00003	prokka	1	242950	244255
contig00003	prokka	1	244266	245352
contig00003	prokka	-1	245458	245626
contig00003	prokka	-1	245872	247246
contig00003	prokka	-1	247264	248071
contig00003	prokka	-1	248197	248524
contig00003	prokka	-1	248520	251064
contig00003	prokka	-1	251325	252507
contig00003	prokka	1	252777	253350
contig00003	prokka	1	253454	253622
contig00003	prokka	1	253611	254214
contig00003	prokka	1	254245	254809
contig00003	prokka	1	254894	256115
contig00003	prokka	-1	256181	258272
contig00003	prokka	-1	258322	258955
contig00003	prokka	1	259256	259661
contig00003	prokka	-1	259715	260585
contig00003	prokka	-1	260638	260857
contig00003	prokka	-1	260850	261873
contig00003	prokka	-1	261872	263786
contig00003	prokka	1	263916	264468
contig00003	prokka	1	264467	266273
contig00003	prokka	1	266282	266483
contig00003	prokka	1	266577	267168
contig00003	prokka	-1	267216	267435
contig00003	prokka	1	267655	268468
contig00003	prokka	1	268634	269357
contig00003	prokka	1	269356	269743
contig00003	prokka	1	269742	270102
contig00003	prokka	1	270109	270397
contig00003	prokka	1	270522	270897
contig00003	prokka	1	270993	271464
contig00003	prokka	1	271560	273675
contig00004	prokka	1	199	1021
contig00004	prokka	1	1064	1619
contig00004	prokka	1	1659	3609
contig00004	prokka	1	3665	4154
contig00004	prokka	1	4207	6721
contig00004	prokka	1	6742	7345
contig00004	prokka	1	7346	7898
contig00004	prokka	1	7975	9190
contig00004	prokka	1	9141	10089
contig00004	prokka	1	10054	10972
contig00004	prokka	1	11421	11529
contig00004	prokka	1	12073	13432
contig00004	prokka	1	13437	13986
contig00004	prokka	1	13985	14468
contig00004	prokka	1	14532	15081
contig00004	prokka	-1	15421	16675
contig00004	prokka	1	16906	18238
contig00004	prokka	-1	18299	20126
contig00004	prokka	-1	20125	23668
contig00004	prokka	-1	23660	26549
contig00004	prokka	-1	26723	30092
contig00004	prokka	-1	30104	30428
contig00004	prokka	-1	30412	30820
contig00004	prokka	-1	30816	31380
contig00004	prokka	-1	31370	31841
contig00004	prokka	-1	32025	32820
contig00004	prokka	-1	32826	33702
contig00004	prokka	-1	33852	36099
contig00004	prokka	-1	36111	36642
contig00004	prokka	-1	36994	37141
contig00004	prokka	1	37326	38016
contig00004	prokka	1	38084	38798
contig00004	prokka	1	38935	39154
contig00004	prokka	1	39261	40302
contig00004	prokka	-1	40333	41527
contig00004	prokka	-1	41519	43679
contig00004	prokka	1	44264	45296
contig00004	prokka	-1	45302	46565
contig00004	prokka	1	46686	47622
contig00004	prokka	-1	47608	48301
contig00004	prokka	-1	48429	49848
contig00004	prokka	-1	50155	50917
contig00004	prokka	-1	50946	51783
contig00004	prokka	-1	52069	53251
contig00004	prokka	1	53505	54735
contig00004	prokka	1	55194	55827
contig00004	prokka	-1	55889	56039
contig00004	prokka	1	56159	56969
contig00004	prokka	1	56961	57444
contig00004	prokka	-1	57476	57617
contig00004	prokka	-1	57873	58017
contig00004	prokka	1	58210	58657
contig00004	prokka	1	58924	59416
contig00004	prokka	1	59749	61126
contig00004	prokka	1	61293	61512
contig00004	prokka	1	61696	62071
contig00004	prokka	-1	62115	62559
contig00004	prokka	-1	62592	62748
contig00004	prokka	-1	62968	63400
contig00004	prokka	-1	63616	64198
contig00004	prokka	-1	64988	65276
contig00004	prokka	-1	65380	65536
contig00004	prokka	-1	65549	65876
contig00004	prokka	-1	66234	66732
contig00004	prokka	1	66989	67421
contig00004	prokka	1	67491	67785
contig00004	prokka	-1	67845	68208
contig00004	prokka	-1	68234	68966
contig00004	prokka	-1	68974	69742
contig00004	prokka	-1	69743	70004
contig00004	prokka	-1	70322	70679
contig00004	prokka	-1	70668	71010
contig00004	prokka	-1	71250	71616
contig00004	prokka	-1	71747	73358
contig00004	prokka	-1	73743	74499
contig00004	prokka	1	74913	77211
contig00004	prokka	1	77221	78100
contig00004	prokka	1	78096	78576
contig00004	prokka	-1	78615	80394
contig00004	prokka	1	80872	82060
contig00004	prokka	1	82117	83314
contig00004	prokka	1	83371	84583
contig00004	prokka	1	84635	86021
contig00004	prokka	1	86068	87001
contig00004	prokka	-1	87041	88667
contig00004	prokka	-1	88714	89485
contig00004	prokka	1	89587	90166
contig00004	prokka	1	90487	93586
contig00004	prokka	1	93588	94917
contig00004	prokka	1	94967	95747
contig00004	prokka	1	95743	98614
contig00004	prokka	1	98778	100179
contig00004	prokka	1	100196	101513
contig00004	prokka	1	101548	102916
contig00004	prokka	-1	102951	103440
contig00004	prokka	-1	103439	105359
contig00004	prokka	1	105794	107243
contig00004	prokka	1	107244	107370
contig00004	prokka	1	107492	108041
contig00004	prokka	-1	108083	109601
contig00004	prokka	-1	109610	110492
contig00004	prokka	-1	110799	112533
contig00004	prokka	-1	112538	113249
contig00004	prokka	-1	113273	114170
contig00004	prokka	1	114281	114803
contig00004	prokka	-1	114842	115250
contig00004	prokka	-1	115230	115497
contig00004	prokka	1	115739	116720
contig00004	prokka	-1	116796	117456
contig00004	prokka	-1	117619	117931
contig00004	prokka	1	117975	119409
contig00004	prokka	-1	119465	120209
contig00004	prokka	-1	120475	123349
contig00004	prokka	-1	123467	123857
contig00004	prokka	-1	123880	124975
contig00004	prokka	-1	125421	126624
contig00004	prokka	-1	126646	127825
contig00004	prokka	-1	127821	129147
contig00004	prokka	-1	129172	129751
contig00004	prokka	1	129918	130248
contig00004	prokka	1	130493	131096
contig00004	prokka	-1	131876	133109
contig00004	prokka	-1	133364	134024
contig00004	prokka	-1	134079	134310
contig00004	prokka	1	134451	135345
contig00004	prokka	1	135548	137693
contig00004	prokka	1	137685	138681
contig00004	prokka	1	138691	139477
contig00004	prokka	1	139500	140979
contig00004	prokka	-1	140975	141872
contig00004	prokka	-1	142038	142779
contig00004	prokka	-1	142871	143507
contig00004	prokka	-1	143645	144506
contig00004	prokka	-1	144863	145943
contig00004	prokka	-1	146157	147321
contig00004	prokka	-1	147370	148390
contig00004	prokka	1	148761	149193
contig00004	prokka	1	149215	149794
contig00004	prokka	1	149794	150502
contig00004	prokka	1	150489	151167
contig00004	prokka	1	151160	151838
contig00004	prokka	-1	151809	152523
contig00004	prokka	-1	152519	153029
contig00004	prokka	-1	153050	154016
contig00004	prokka	-1	154012	155290
contig00004	prokka	-1	155304	156693
contig00004	prokka	-1	156720	157164
contig00004	prokka	-1	157477	159469
contig00004	prokka	1	159746	160505
contig00004	prokka	-1	160560	161304
contig00004	prokka	-1	161290	162400
contig00004	prokka	-1	162403	163261
contig00004	prokka	-1	163260	164010
contig00004	prokka	-1	164035	164521
contig00004	prokka	-1	164531	164960
contig00004	prokka	-1	165078	167919
contig00004	prokka	-1	168135	169056
contig00004	prokka	-1	169191	169923
contig00004	prokka	-1	170068	172045
contig00004	prokka	-1	172532	172784
contig00004	prokka	1	172839	173994
contig00004	prokka	1	174429	175824
contig00004	prokka	1	175942	176398
contig00004	prokka	1	176492	177200
contig00004	prokka	1	177279	178011
contig00004	prokka	1	178023	178974
contig00004	prokka	1	179010	179646
contig00004	prokka	1	179645	180062
contig00004	prokka	-1	180245	181226
contig00004	prokka	1	181243	181948
contig00004	prokka	1	181965	182532
contig00004	prokka	1	182528	182819
contig00004	prokka	1	182826	183420
contig00004	prokka	1	183412	184549
contig00004	prokka	-1	184703	185711
contig00004	prokka	-1	185827	186874
contig00004	prokka	-1	187049	187769
contig00004	prokka	-1	187952	188279
contig00004	prokka	-1	188278	188998
contig00004	prokka	1	189158	190211
contig00004	prokka	1	190238	190514
contig00004	prokka	1	190578	191658
contig00004	prokka	1	191859	193116
contig00004	prokka	-1	193165	195301
contig00004	prokka	1	195698	196406
contig00004	prokka	1	196784	198050
contig00004	prokka	1	198305	199256
contig00004	prokka	-1	199707	201210
contig00004	prokka	-1	201391	202132
contig00004	prokka	1	202519	204346
contig00004	prokka	1	204342	205728
contig00004	prokka	1	205923	206586
contig00004	prokka	1	206585	207236
contig00004	prokka	1	207232	208555
contig00004	prokka	1	208585	209770
contig00004	prokka	-1	210179	210536
contig00004	prokka	-1	211530	211836
contig00004	prokka	1	212155	212329
contig00004	prokka	-1	213896	214016
contig00004	prokka	-1	214008	214425
contig00004	prokka	1	215878	217966
contig00004	prokka	-1	217956	218367
contig00004	prokka	-1	218311	220156
contig00004	prokka	-1	221056	221314
contig00005	prokka	1	32	275
contig00005	prokka	1	780	1146
contig00005	prokka	1	1155	1347
contig00005	prokka	1	1380	1590
contig00005	prokka	-1	1616	1964
contig00005	prokka	-1	2087	2732
contig00005	prokka	-1	3100	3739
contig00005	prokka	-1	3723	4956
contig00005	prokka	1	5182	5311
contig00005	prokka	-1	5455	8137
contig00005	prokka	-1	8387	9203
contig00005	prokka	-1	9627	11373
contig00005	prokka	-1	11550	12084
contig00005	prokka	-1	12668	12983
contig00005	prokka	-1	13086	13323
contig00005	prokka	-1	13309	14293
contig00005	prokka	-1	15264	15498
contig00005	prokka	-1	15593	16217
contig00005	prokka	-1	16305	16803
contig00005	prokka	-1	17152	17719
contig00005	prokka	1	18021	18324
contig00005	prokka	1	18359	19178
contig00005	prokka	-1	19451	19877
contig00005	prokka	-1	19873	20257
contig00005	prokka	-1	20517	21087
contig00005	prokka	1	21290	21488
contig00005	prokka	1	22734	22941
contig00005	prokka	1	23027	23342
contig00005	prokka	1	23384	23696
contig00005	prokka	1	23815	24562
contig00005	prokka	1	24582	24891
contig00005	prokka	-1	25212	26697
contig00005	prokka	1	27926	28799
contig00005	prokka	1	29126	32246
contig00005	prokka	1	32366	34883
contig00005	prokka	1	34958	35414
contig00005	prokka	1	35492	35726
contig00005	prokka	1	35825	36644
contig00005	prokka	1	36698	37184
contig00005	prokka	1	37199	37676
contig00005	prokka	1	37738	37960
contig00005	prokka	1	37959	38073
contig00005	prokka	1	38122	38497
contig00005	prokka	1	38543	38921
contig00005	prokka	1	38917	39406
contig00005	prokka	1	39372	39615
contig00005	prokka	1	39699	40542
contig00005	prokka	-1	40884	41421
contig00005	prokka	-1	41422	42601
contig00005	prokka	-1	42597	43575
contig00005	prokka	-1	43577	44177
contig00005	prokka	-1	44173	44545
contig00005	prokka	-1	44541	45105
contig00005	prokka	-1	45108	45564
contig00005	prokka	-1	45580	46804
contig00005	prokka	-1	46803	48297
contig00005	prokka	-1	48296	50357
contig00005	prokka	-1	50386	51205
contig00005	prokka	-1	51363	51774
contig00005	prokka	-1	51839	52649
contig00005	prokka	-1	52788	57357
contig00005	prokka	-1	57842	59306
contig00005	prokka	-1	59250	59544
contig00005	prokka	-1	59899	62071
contig00005	prokka	-1	62092	62497
contig00005	prokka	-1	62501	63725
contig00005	prokka	-1	63735	64788
contig00005	prokka	-1	64787	66287
contig00005	prokka	1	66542	67307
contig00005	prokka	-1	67313	68456
contig00005	prokka	1	68826	70548
contig00005	prokka	1	70544	71459
contig00005	prokka	1	71490	71739
contig00005	prokka	1	71738	72911
contig00005	prokka	-1	72946	74026
contig00005	prokka	-1	74022	75093
contig00005	prokka	-1	75123	75684
contig00005	prokka	-1	75695	76520
contig00005	prokka	-1	76519	77869
contig00005	prokka	-1	77914	78673
contig00005	prokka	-1	78704	79403
contig00005	prokka	1	79591	80284
contig00005	prokka	-1	80332	81832
contig00005	prokka	-1	82123	83983
contig00005	prokka	1	84187	85054
contig00005	prokka	-1	85176	85425
contig00005	prokka	-1	85437	85779
contig00005	prokka	-1	85771	86260
contig00005	prokka	-1	86252	86747
contig00005	prokka	-1	86746	88450
contig00005	prokka	-1	88446	89625
contig00005	prokka	-1	89614	90601
contig00005	prokka	-1	90603	91722
contig00005	prokka	-1	91910	92198
contig00005	prokka	-1	92316	93204
contig00005	prokka	1	93360	94401
contig00005	prokka	-1	94440	94935
contig00005	prokka	1	95125	96010
contig00005	prokka	-1	96281	96707
contig00005	prokka	-1	96713	97448
contig00005	prokka	1	97699	98887
contig00005	prokka	1	99026	99686
contig00005	prokka	-1	99725	100682
contig00005	prokka	1	100818	101982
contig00005	prokka	1	102086	102914
contig00005	prokka	1	103113	104040
contig00005	prokka	1	104090	104348
contig00005	prokka	-1	104390	106610
contig00005	prokka	-1	106720	108133
contig00005	prokka	-1	108207	108945
contig00005	prokka	-1	109177	111436
contig00005	prokka	-1	111573	111663
contig00005	prokka	-1	111981	112464
contig00005	prokka	-1	112516	112909
contig00005	prokka	1	113060	113720
contig00005	prokka	1	113716	115066
contig00005	prokka	-1	115111	115444
contig00005	prokka	1	115762	116344
contig00005	prokka	1	116374	116689
contig00005	prokka	-1	116736	118629
contig00005	prokka	-1	118657	119239
contig00005	prokka	-1	119238	120066
contig00005	prokka	-1	120090	120513
contig00005	prokka	-1	120513	121143
contig00005	prokka	1	121347	122829
contig00005	prokka	1	122976	123648
contig00005	prokka	1	123653	124814
contig00005	prokka	-1	124851	125667
contig00005	prokka	1	125782	126556
contig00005	prokka	-1	126613	126784
contig00005	prokka	-1	127044	127698
contig00005	prokka	1	128071	128362
contig00005	prokka	1	128644	129196
contig00005	prokka	1	129246	131760
contig00005	prokka	1	131775	132525
contig00005	prokka	1	132526	132712
contig00005	prokka	1	132783	133590
contig00005	prokka	-1	133632	133833
contig00005	prokka	1	134101	134731
contig00005	prokka	1	134757	136419
contig00005	prokka	-1	137212	138646
contig00005	prokka	-1	138693	141534
contig00005	prokka	-1	141556	142858
contig00005	prokka	1	143099	143720
contig00005	prokka	1	143783	145022
contig00005	prokka	-1	145184	146006
contig00005	prokka	-1	146095	146464
contig00005	prokka	1	146568	147186
contig00005	prokka	-1	147198	148131
contig00005	prokka	1	148337	149249
contig00005	prokka	1	149245	149851
contig00005	prokka	1	149898	151362
contig00005	prokka	-1	151404	152418
contig00005	prokka	1	152655	152871
contig00005	prokka	1	152981	154727
contig00005	prokka	1	154921	156763
contig00005	prokka	-1	156840	157347
contig00005	prokka	-1	157600	158365
contig00005	prokka	1	158641	159265
contig00005	prokka	-1	159418	160939
contig00005	prokka	1	161245	162736
contig00005	prokka	-1	162777	163110
contig00005	prokka	1	163328	164312
contig00005	prokka	1	164495	167588
contig00005	prokka	1	167584	168034
contig00005	prokka	1	168096	169530
contig00005	prokka	1	169663	170734
contig00005	prokka	1	170750	173102
contig00005	prokka	1	173427	175446
contig00005	prokka	-1	175490	175907
contig00005	prokka	-1	176177	177314
contig00005	prokka	1	177398	177902
contig00005	prokka	1	177978	178662
contig00005	prokka	1	178740	179727
contig00005	prokka	1	180009	180975
contig00005	prokka	1	181373	182618
contig00005	prokka	-1	182622	183174
contig00005	prokka	-1	183256	184744
contig00005	prokka	-1	184758	186171
contig00005	prokka	1	186653	187952
contig00005	prokka	-1	188039	189128
contig00005	prokka	-1	189124	191809
contig00005	prokka	-1	191900	192401
contig00005	prokka	-1	192430	193147
contig00005	prokka	1	193442	194219
contig00005	prokka	1	194563	195226
contig00005	prokka	1	195229	195613
contig00005	prokka	1	195759	196128
contig00005	prokka	1	196165	196471
contig00005	prokka	1	196473	196878
contig00005	prokka	1	196867	197167
contig00005	prokka	1	197262	197745
contig00005	prokka	1	197814	198801
contig00005	prokka	1	199093	199459
contig00005	prokka	1	199700	200057
contig00006	prokka	-1	1419	2088
contig00006	prokka	-1	2390	2984
contig00006	prokka	-1	2980	3973
contig00006	prokka	1	4096	5077
contig00006	prokka	-1	5071	5608
contig00006	prokka	-1	5670	5895
contig00006	prokka	-1	6034	7654
contig00006	prokka	-1	7914	9258
contig00006	prokka	1	9474	10398
contig00006	prokka	-1	10435	12076
contig00006	prokka	1	12416	12584
contig00006	prokka	-1	12695	12869
contig00006	prokka	-1	13113	13644
contig00006	prokka	1	13832	14834
contig00006	prokka	-1	14875	16315
contig00006	prokka	-1	16511	17312
contig00006	prokka	-1	17583	21486
contig00006	prokka	1	21686	22292
contig00006	prokka	-1	22342	23659
contig00006	prokka	-1	23648	25235
contig00006	prokka	-1	25420	26317
contig00006	prokka	-1	26316	26922
contig00006	prokka	-1	27092	29399
contig00006	prokka	-1	29462	30323
contig00006	prokka	-1	30553	31144
contig00006	prokka	-1	31125	32076
contig00006	prokka	-1	32176	33490
contig00006	prokka	-1	33516	34722
contig00006	prokka	-1	34721	35144
contig00006	prokka	-1	35133	36516
contig00006	prokka	-1	36562	37351
contig00006	prokka	-1	37350	38118
contig00006	prokka	-1	38114	39185
contig00006	prokka	-1	39192	39690
contig00006	prokka	-1	39704	40451
contig00006	prokka	-1	40459	40747
contig00006	prokka	-1	40758	41688
contig00006	prokka	1	41972	44018
contig00006	prokka	1	44265	46539
contig00006	prokka	-1	46596	48096
contig00006	prokka	1	48331	49237
contig00006	prokka	-1	49408	49735
contig00006	prokka	-1	49742	49928
contig00006	prokka	-1	49924	52564
contig00006	prokka	1	52771	53761
contig00006	prokka	1	53871	54294
contig00006	prokka	-1	54290	54557
contig00006	prokka	1	54830	58355
contig00006	prokka	1	58722	59856
contig00006	prokka	1	59996	60431
contig00006	prokka	1	60606	61542
contig00006	prokka	-1	61670	63044
contig00006	prokka	-1	63073	63247
contig00006	prokka	-1	63521	64505
contig00006	prokka	1	64759	65992
contig00006	prokka	-1	66012	66576
contig00006	prokka	-1	66905	67814
contig00006	prokka	1	67989	69300
contig00006	prokka	1	69299	70745
contig00006	prokka	1	70781	72308
contig00006	prokka	1	72318	72834
contig00006	prokka	1	73028	73781
contig00006	prokka	1	73932	74883
contig00006	prokka	-1	74932	75190
contig00006	prokka	1	75433	76465
contig00006	prokka	-1	76515	78129
contig00006	prokka	-1	78465	79365
contig00006	prokka	1	79502	80423
contig00006	prokka	1	80422	81355
contig00006	prokka	1	81360	82011
contig00006	prokka	1	82319	83048
contig00006	prokka	-1	83022	83988
contig00006	prokka	1	84106	84613
contig00006	prokka	-1	84656	86198
contig00006	prokka	-1	86345	87407
contig00006	prokka	-1	87403	88801
contig00006	prokka	1	88955	89954
contig00006	prokka	-1	90064	90970
contig00006	prokka	-1	91014	92097
contig00006	prokka	-1	92110	92770
contig00006	prokka	-1	92766	95034
contig00006	prokka	-1	95030	96086
contig00006	prokka	-1	96095	96884
contig00006	prokka	-1	96901	97573
contig00006	prokka	-1	97630	97954
contig00006	prokka	-1	97984	98827
contig00006	prokka	-1	98813	99695
contig00006	prokka	-1	99715	101008
contig00006	prokka	-1	101021	102701
contig00006	prokka	-1	102913	103228
contig00006	prokka	-1	103302	103524
contig00006	prokka	-1	103532	103892
contig00006	prokka	-1	103891	104116
contig00006	prokka	-1	104169	104838
contig00006	prokka	1	105004	105982
contig00006	prokka	-1	106101	107367
contig00006	prokka	-1	107404	108685
contig00006	prokka	-1	108686	110174
contig00006	prokka	-1	110448	111006
contig00006	prokka	-1	111032	111797
contig00006	prokka	1	112008	113427
contig00006	prokka	1	113729	115100
contig00006	prokka	1	115233	115479
contig00006	prokka	1	115791	117435
contig00006	prokka	1	117431	118397
contig00006	prokka	1	118383	119274
contig00006	prokka	1	119273	120266
contig00006	prokka	1	120267	121074
contig00006	prokka	1	121860	122649
contig00006	prokka	1	122793	123921
contig00006	prokka	1	123988	125923
contig00006	prokka	1	126158	128144
contig00006	prokka	1	128290	128464
contig00006	prokka	1	128553	129303
contig00006	prokka	1	129571	129790
contig00006	prokka	-1	129915	130242
contig00006	prokka	-1	130241	131039
contig00006	prokka	-1	131171	132341
contig00006	prokka	-1	132347	132656
contig00006	prokka	-1	132804	133569
contig00006	prokka	1	133738	134329
contig00006	prokka	-1	134392	137068
contig00006	prokka	-1	137231	137327
contig00006	prokka	-1	137440	137608
contig00006	prokka	-1	137610	137739
contig00006	prokka	-1	138069	139044
contig00006	prokka	-1	139253	141851
contig00006	prokka	1	142230	142482
contig00006	prokka	-1	142517	143567
contig00006	prokka	1	143786	144545
contig00006	prokka	1	144541	145132
contig00006	prokka	-1	145171	146044
contig00006	prokka	-1	146144	146765
contig00006	prokka	-1	146761	147643
contig00006	prokka	1	147916	149479
contig00006	prokka	1	149478	151074
contig00006	prokka	1	151077	152436
contig00006	prokka	1	152447	153641
contig00006	prokka	1	153640	154447
contig00006	prokka	1	154827	155007
contig00006	prokka	1	155092	155593
contig00006	prokka	1	155638	156145
contig00006	prokka	1	156787	157195
contig00006	prokka	-1	157752	158424
contig00006	prokka	-1	158492	159761
contig00006	prokka	-1	159910	160534
contig00006	prokka	-1	160602	161412
contig00007	prokka	1	11	479
contig00007	prokka	1	479	1247
contig00007	prokka	-1	1804	1948
contig00007	prokka	1	2208	2559
contig00007	prokka	-1	2478	3630
contig00007	prokka	1	3946	4186
contig00007	prokka	1	4777	6301
contig00007	prokka	1	7374	7764
contig00007	prokka	1	8014	8377
contig00007	prokka	-1	8639	10811
contig00007	prokka	-1	10810	11356
contig00007	prokka	-1	11352	15867
contig00007	prokka	-1	15866	16601
contig00007	prokka	-1	16587	19737
contig00007	prokka	-1	19733	20633
contig00007	prokka	-1	20632	23083
contig00007	prokka	-1	23095	26152
contig00007	prokka	-1	26468	27602
contig00007	prokka	-1	27598	28870
contig00007	prokka	-1	28922	29816
contig00007	prokka	-1	29978	30212
contig00007	prokka	-1	30314	31559
contig00007	prokka	1	32025	33045
contig00007	prokka	1	33174	34677
contig00007	prokka	-1	34795	35878
contig00007	prokka	-1	35877	36978
contig00007	prokka	1	37244	38756
contig00007	prokka	1	39109	39553
contig00007	prokka	1	39552	42408
contig00007	prokka	-1	42461	43658
contig00007	prokka	1	43850	44354
contig00007	prokka	-1	44399	44816
contig00007	prokka	1	44977	45982
contig00007	prokka	-1	46082	47570
contig00007	prokka	-1	47692	48145
contig00007	prokka	-1	48289	48883
contig00007	prokka	1	48925	49666
contig00007	prokka	1	49796	50192
contig00007	prokka	1	50610	51546
contig00007	prokka	1	51558	52020
contig00007	prokka	1	52092	52479
contig00007	prokka	-1	52684	55381
contig00007	prokka	1	55759	56707
contig00007	prokka	1	56825	58247
contig00007	prokka	1	58296	59952
contig00007	prokka	1	60345	62484
contig00007	prokka	1	62643	63108
contig00007	prokka	-1	63152	63539
contig00007	prokka	-1	63593	64946
contig00007	prokka	1	65039	65591
contig00007	prokka	-1	65741	67115
contig00007	prokka	1	67290	68289
contig00007	prokka	-1	68321	69317
contig00007	prokka	-1	69303	70326
contig00007	prokka	-1	70339	71842
contig00007	prokka	-1	71981	72938
contig00007	prokka	1	73247	73778
contig00007	prokka	-1	73857	74172
contig00007	prokka	-1	74201	74453
contig00007	prokka	-1	74664	75006
contig00007	prokka	-1	75008	78788
contig00007	prokka	-1	78784	80518
contig00007	prokka	1	80723	81362
contig00007	prokka	1	81684	83028
contig00007	prokka	-1	83089	83296
contig00007	prokka	1	83620	84178
contig00007	prokka	-1	84167	84908
contig00007	prokka	1	85097	87041
contig00007	prokka	-1	87169	87550
contig00007	prokka	1	87638	88499
contig00007	prokka	1	88607	89573
contig00007	prokka	1	89680	90343
contig00007	prokka	-1	90387	91800
contig00007	prokka	-1	92108	92729
contig00007	prokka	1	92946	93585
contig00007	prokka	-1	93568	94216
contig00007	prokka	1	94427	95219
contig00007	prokka	1	95228	96071
contig00007	prokka	1	96080	96857
contig00007	prokka	1	96866	98408
contig00007	prokka	1	98404	100477
contig00007	prokka	1	100569	101847
contig00007	prokka	1	102354	102912
contig00007	prokka	-1	102982	103432
contig00007	prokka	-1	103473	103701
contig00007	prokka	-1	103705	104020
contig00007	prokka	-1	104026	104422
contig00007	prokka	1	104748	105024
contig00007	prokka	-1	105152	105839
contig00007	prokka	-1	105838	106693
contig00007	prokka	-1	106702	107353
contig00007	prokka	-1	107366	107831
contig00007	prokka	-1	107840	108146
contig00007	prokka	-1	108161	109559
contig00007	prokka	1	109913	110978
contig00007	prokka	1	111085	111841
contig00007	prokka	-1	111837	112587
contig00007	prokka	1	112768	113098
contig00007	prokka	1	113246	113522
contig00007	prokka	-1	113638	115264
contig00007	prokka	-1	115347	116511
contig00007	prokka	-1	116513	117152
contig00007	prokka	-1	117161	117560
contig00007	prokka	-1	117577	118237
contig00007	prokka	-1	118287	118986
contig00007	prokka	-1	119004	119406
contig00007	prokka	-1	119532	120264
contig00007	prokka	-1	120443	122885
contig00007	prokka	-1	122923	123349
contig00007	prokka	-1	123553	124852
contig00007	prokka	-1	124955	125153
contig00007	prokka	-1	125234	126239
contig00007	prokka	-1	126241	127501
contig00007	prokka	-1	127586	128867
contig00007	prokka	-1	128942	129251
contig00007	prokka	-1	129336	130287
contig00007	prokka	-1	130279	132127
contig00007	prokka	-1	132136	133474
contig00007	prokka	-1	133492	133954
contig00007	prokka	-1	133925	135458
contig00007	prokka	1	135471	136611
contig00007	prokka	-1	137277	137823
contig00007	prokka	1	137917	138970
contig00007	prokka	1	139066	140035
contig00007	prokka	1	140056	143380
contig00007	prokka	-1	143530	144988
contig00007	prokka	-1	145251	146229
contig00007	prokka	1	146553	148362
contig00007	prokka	1	148354	149089
contig00007	prokka	1	149099	149495
contig00007	prokka	1	149505	149865
contig00007	prokka	1	149927	151061
contig00007	prokka	1	151149	151683
contig00007	prokka	-1	151679	151997
contig00007	prokka	-1	152171	152318
contig00007	prokka	-1	152428	152554
contig00007	prokka	-1	152605	153172
contig00007	prokka	1	153213	154242
contig00007	prokka	1	154636	155506
contig00008	prokka	1	858	1518
contig00008	prokka	1	1548	2019
contig00008	prokka	1	2024	3206
contig00008	prokka	-1	3284	4538
contig00008	prokka	-1	4589	7664
contig00008	prokka	-1	7786	8878
contig00008	prokka	-1	8945	9893
contig00008	prokka	1	9969	11634
contig00008	prokka	1	11635	12580
contig00008	prokka	1	12597	13464
contig00008	prokka	1	13473	14283
contig00008	prokka	1	14279	15230
contig00008	prokka	1	15226	16240
contig00008	prokka	1	16415	17627
contig00008	prokka	1	17728	18268
contig00008	prokka	-1	18392	19226
contig00008	prokka	-1	19318	20428
contig00008	prokka	-1	20462	20738
contig00008	prokka	-1	20923	21697
contig00008	prokka	-1	22257	23454
contig00008	prokka	-1	23463	24135
contig00008	prokka	1	24750	25713
contig00008	prokka	1	25725	26493
contig00008	prokka	1	26489	27317
contig00008	prokka	1	27313	28165
contig00008	prokka	-1	28270	29245
contig00008	prokka	1	29767	32719
contig00008	prokka	1	32806	33430
contig00008	prokka	-1	33430	34588
contig00008	prokka	1	34939	36160
contig00008	prokka	1	36172	37267
contig00008	prokka	-1	37325	37634
contig00008	prokka	1	37893	38106
contig00008	prokka	-1	38129	39224
contig00008	prokka	1	39686	39947
contig00008	prokka	1	40047	41463
contig00008	prokka	1	41581	41902
contig00008	prokka	1	42003	43119
contig00008	prokka	-1	43135	43945
contig00008	prokka	1	44064	44523
contig00008	prokka	1	44705	45230
contig00008	prokka	1	45279	45471
contig00008	prokka	1	45728	46406
contig00008	prokka	1	46477	46762
contig00008	prokka	1	47022	47385
contig00008	prokka	-1	47462	48440
contig00008	prokka	1	48498	49407
contig00008	prokka	-1	49549	50818
contig00008	prokka	-1	50859	54003
contig00008	prokka	-1	53999	55202
contig00008	prokka	1	55391	56081
contig00008	prokka	1	56138	57434
contig00008	prokka	1	57840	59160
contig00008	prokka	1	59235	60609
contig00008	prokka	1	60764	62582
contig00008	prokka	-1	62586	63168
contig00008	prokka	1	63260	64331
contig00008	prokka	1	64386	65514
contig00008	prokka	1	65536	65869
contig00008	prokka	1	65929	67744
contig00008	prokka	1	67754	68726
contig00008	prokka	1	68854	69202
contig00008	prokka	-1	69378	70263
